date,home,away,home_elo_pre,away_elo_pre,elo_diff_pre,home_adv_used,target,home_goals,away_goals,target_label
2005-04-30,Ath Madrid,Ath Bilbao,1493.566493717474,1493.2676026479655,0.29889106950849964,90.0,D,1,1,Draw
2005-04-30,Numancia,Valencia,1357.9508643226723,1558.099770838931,-200.14890651625865,90.0,D,1,1,Draw
2005-04-30,Sociedad,Real Madrid,1465.078847193401,1604.537524558106,-139.45867736470495,90.0,A,0,2,AwayWin
2005-05-01,Villarreal,Getafe,1545.6789718094117,1523.8393827404634,21.83958906894827,90.0,H,4,0,HomeWin
2005-05-01,Sevilla,La Coruna,1539.1040787056118,1493.1206258754646,45.983452830147144,90.0,H,2,0,HomeWin
2005-05-01,Zaragoza,Osasuna,1501.4385523055,1505.5745070141174,-4.135954708617419,90.0,H,5,1,HomeWin
2005-05-01,Mallorca,Espanol,1381.3945250224833,1532.6033072627342,-151.2087822402509,90.0,H,3,2,HomeWin
2005-05-01,Levante,Malaga,1468.7451922065957,1504.0824083207453,-35.33721611414967,90.0,A,0,1,AwayWin
2005-05-01,Santander,Betis,1492.0789690552062,1483.423500358953,8.655468696253138,90.0,D,1,1,Draw
2005-05-01,Barcelona,Albacete,1648.8118701520611,1407.6030058921015,241.20886425995968,90.0,H,2,0,HomeWin
2005-05-07,Real Madrid,Santander,1610.8577304742664,1495.5281012348619,115.32962923940454,90.0,H,5,0,HomeWin
2005-05-07,Betis,Sevilla,1479.9743681792975,1555.9943236069541,-76.01995542765667,90.0,H,1,0,HomeWin
2005-05-07,Ath Bilbao,Zaragoza,1489.478708408178,1520.4061122162573,-30.92740380807936,90.0,H,2,0,HomeWin
