Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,HTHG,HTAG,HTR,PSH,PSD,PSA
SP1,2014-03-01,Getafe,Espanol,0,0,D,2.6,3.2,2.75,2.76,3.3,3.0,2.59,3.19,2.81,0,0,D,2.76,3.21,2.89
SP1,2014-03-01,Levante,Osasuna,2,0,H,2.3,3.2,3.2,2.45,3.3,3.46,2.34,3.15,3.22,2,0,H,2.42,3.17,3.43
SP1,2014-03-01,Malaga,Valladolid,1,1,D,1.85,3.4,4.33,1.9,3.6,5.0,1.84,3.42,4.54,1,1,D,1.88,3.57,4.83
SP1,2014-03-01,Elche,Celta,1,0,H,2.5,3.1,2.9,2.6,3.3,3.2,2.47,3.17,2.97,0,0,D,2.57,3.22,3.12
SP1,2014-03-02,Vallecano,Valencia,1,0,H,3.3,3.3,2.2,3.7,3.72,2.25,3.33,3.4,2.16,0,0,D,3.4,3.72,2.19
SP1,2014-03-02,Villarreal,Betis,1,1,D,1.36,4.75,8.5,1.44,5.26,10.16,1.38,4.67,8.55,0,0,D,1.37,5.26,10.16
SP1,2014-03-02,Barcelona,Almeria,4,1,H,1.05,13.0,34.0,1.07,20.36,60.2,1.05,13.3,35.67,2,1,H,1.06,20.36,34.98
SP1,2014-03-02,Ath Madrid,Real Madrid,2,2,D,3.5,3.4,2.05,4.0,3.65,2.15,3.58,3.38,2.08,2,1,H,3.7,3.54,2.14
SP1,2014-03-02,Sevilla,Sociedad,1,0,H,1.91,3.75,3.6,2.1,3.84,4.05,1.96,3.58,3.76,0,0,D,1.94,3.84,4.05
SP1,2014-03-08,Celta,Ath Madrid,0,2,A,4.0,3.4,1.91,4.8,3.6,1.96,4.23,3.39,1.89,0,0,D,4.7,3.51,1.92
SP1,2014-03-08,Granada,Villarreal,2,0,H,3.4,3.2,2.2,3.42,3.4,2.4,3.17,3.28,2.29,2,0,H,3.37,3.36,2.34
SP1,2014-03-08,Valladolid,Barcelona,1,0,H,12.0,7.0,1.2,18.0,8.4,1.22,14.02,6.61,1.2,1,0,H,16.19,7.39,1.22
SP1,2014-03-08,Betis,Getafe,2,0,H,1.91,3.4,4.0,1.97,3.62,4.55,1.9,3.46,4.06,2,0,H,1.93,3.62,4.44
SP1,2014-03-09,Almeria,Sevilla,1,3,A,3.4,3.4,2.1,3.89,3.6,2.2,3.61,3.35,2.07,0,1,A,3.8,3.59,2.09
SP1,2014-03-09,Espanol,Elche,3,1,H,1.75,3.5,4.75,1.81,3.8,5.88,1.75,3.5,4.94,2,0,H,1.74,3.58,6.01
SP1,2014-03-09,Real Madrid,Levante,3,0,H,1.05,15.0,29.0,1.07,21.0,60.0,1.06,12.87,32.47,1,0,H,1.06,18.34,43.73
SP1,2014-03-09,Valencia,Ath Bilbao,1,1,D,2.25,3.3,3.2,2.3,3.57,3.5,2.23,3.37,3.21,1,0,H,2.31,3.5,3.31
SP1,2014-03-10,Sociedad,Vallecano,2,3,A,1.44,4.5,6.5,1.53,4.88,7.5,1.47,4.42,6.41,2,1,H,1.49,4.84,6.99
SP1,2014-03-10,Osasuna,Malaga,0,2,A,2.3,3.1,3.25,2.38,3.5,3.65,2.28,3.2,3.23,0,1,A,2.38,3.25,3.41
SP1,2014-03-14,Getafe,Granada,3,3,D,2.1,3.25,3.5,2.2,3.3,4.1,2.13,3.23,3.66,2,1,H,2.17,3.27,3.95
SP1,2014-03-15,Ath Madrid,Espanol,1,0,H,1.29,5.0,12.0,1.35,6.0,14.0,1.3,5.22,10.6,0,0,D,1.32,5.57,12.24
SP1,2014-03-15,Levante,Celta,0,1,A,2.5,3.1,2.9,2.6,3.4,3.15,2.48,3.16,2.96,0,1,A,2.58,3.2,3.13
SP1,2014-03-15,Malaga,Real Madrid,0,1,A,12.0,6.0,1.25,14.0,7.0,1.3,10.88,5.95,1.26,0,1,A,12.62,6.32,1.28
SP1,2014-03-15,Vallecano,Almeria,3,1,H,1.83,3.5,4.2,1.9,3.8,4.75,1.84,3.51,4.36,1,0,H,1.85,3.72,4.73
SP1,2014-03-16,Sevilla,Valladolid,4,1,H,1.44,4.33,7.0,1.5,5.0,8.9,1.44,4.5,7.12,2,0,H,1.47,4.77,7.77
SP1,2014-03-16,Sociedad,Valencia,1,0,H,2.05,3.5,3.4,2.2,3.7,3.8,2.09,3.41,3.49,0,0,D,2.1,3.7,3.64
SP1,2014-03-16,Barcelona,Osasuna,7,0,H,1.05,15.0,29.0,1.1,21.0,69.45,1.06,13.03,36.25,3,0,H,1.06,18.37,33.64
SP1,2014-03-16,Elche,Betis,0,0,D,2.38,3.2,3.0,2.42,3.35,3.5,2.35,3.2,3.14,0,0,D,2.42,3.27,3.33
SP1,2014-03-17,Villarreal,Ath Bilbao,1,1,D,2.25,3.4,3.1,2.4,3.56,3.4,2.25,3.29,3.2,0,0,D,2.3,3.56,3.29
SP1,2014-03-21,Celta,Malaga,0,2,A,1.91,3.4,4.0,2.2,3.5,4.2,2.02,3.35,3.85,0,2,A,2.04,3.48,4.12
SP1,2014-03-22,Ath Bilbao,Getafe,1,0,H,1.36,5.0,7.5,1.4,5.4,10.0,1.36,4.87,8.86,1,0,H,1.37,5.35,9.88
SP1,2014-03-22,Espanol,Levante,0,0,D,1.67,3.6,5.5,1.8,3.8,6.73,1.68,3.55,5.64,0,0,D,1.68,3.73,6.43
SP1,2014-03-22,Granada,Elche,1,0,H,2.05,3.2,3.8,2.1,3.4,4.29,2.03,3.24,3.9,0,0,D,2.01,3.39,4.38
SP1,2014-03-22,Valladolid,Vallecano,1,1,D,2.4,3.3,2.9,2.45,3.48,3.3,2.37,3.26,3.05,1,1,D,2.39,3.48,3.19
SP1,2014-03-23,Valencia,Villarreal,2,1,H,2.05,3.4,3.5,2.2,3.6,3.9,2.07,3.36,3.59,2,0,H,2.08,3.59,3.84
SP1,2014-03-23,Betis,Ath Madrid,0,2,A,6.0,3.8,1.57,7.2,4.15,1.65,6.18,3.8,1.58,0,0,D,6.84,4.09,1.59
SP1,2014-03-23,Osasuna,Sevilla,1,2,A,2.9,3.3,2.38,3.25,3.46,2.5,2.99,3.29,2.38,0,2,A,3.15,3.45,2.42
SP1,2014-03-23,Real Madrid,Barcelona,3,4,A,2.25,3.5,3.0,2.3,3.71,3.6,2.2,3.48,3.2,2,2,D,2.2,3.71,3.38
SP1,2014-03-24,Almeria,Sociedad,4,3,H,3.4,3.4,2.1,3.65,3.52,2.3,3.36,3.33,2.17,1,1,D,3.58,3.52,2.19
SP1,2014-03-25,Elche,Ath Bilbao,0,0,D,4.0,3.3,1.95,4.45,3.65,2.02,4.14,3.4,1.93,0,0,D,4.44,3.53,1.95
SP1,2014-03-25,Malaga,Espanol,1,2,A,2.45,3.1,3.0,2.6,3.3,3.3,2.46,3.18,3.01,1,1,D,2.58,3.25,3.08
SP1,2014-03-26,Ath Madrid,Granada,1,0,H,1.18,6.5,15.0,1.22,8.0,19.95,1.2,6.29,15.97,0,0,D,1.21,6.91,19.95
SP1,2014-03-26,Sevilla,Real Madrid,2,1,H,5.5,4.5,1.53,6.2,4.88,1.6,5.6,4.35,1.54,1,1,D,5.65,4.84,1.57
SP1,2014-03-26,Vallecano,Osasuna,1,0,H,1.83,3.4,4.5,2.0,3.6,4.78,1.89,3.49,4.12,0,0,D,1.88,3.6,4.78
SP1,2014-03-26,Barcelona,Celta,3,0,H,1.05,15.0,34.0,1.07,22.68,67.0,1.05,14.08,35.58,2,0,H,1.05,22.68,43.36
SP1,2014-03-27,Sociedad,Valladolid,1,0,H,1.44,4.2,7.5,1.51,4.62,8.25,1.46,4.24,7.32,1,0,H,1.47,4.62,8.25
SP1,2014-03-27,Almeria,Valencia,2,2,D,3.8,3.5,1.95,4.0,3.76,2.12,3.71,3.45,2.01,0,2,A,3.87,3.76,2.01
SP1,2014-03-27,Getafe,Villarreal,0,1,A,3.3,3.3,2.2,3.7,3.41,2.4,3.33,3.29,2.21,0,1,A,3.64,3.41,2.21
SP1,2014-03-27,Levante,Betis,1,3,A,2.3,3.2,3.1,2.5,3.4,3.2,2.4,3.22,3.02,1,1,D,2.48,3.36,3.13
SP1,2014-03-29,Ath Bilbao,Ath Madrid,1,2,A,2.9,3.3,2.4,3.3,3.4,2.5,3.02,3.23,2.4,1,1,D,3.25,3.34,2.42
SP1,2014-03-29,Espanol,Barcelona,0,1,A,9.0,5.0,1.33,10.5,5.8,1.36,8.77,5.16,1.34,0,0,D,9.61,5.48,1.36
SP1,2014-03-29,Real Madrid,Vallecano,5,0,H,1.04,13.0,34.0,1.1,21.0,60.2,1.05,12.79,30.63,1,0,H,1.06,18.31,34.66
SP1,2014-03-29,Celta,Sevilla,1,0,H,3.0,3.25,2.38,3.3,3.51,2.5,3.01,3.26,2.39,0,0,D,3.08,3.46,2.46
SP1,2014-03-30,Osasuna,Sociedad,1,1,D,3.0,3.25,2.38,3.2,3.45,2.5,3.03,3.25,2.38,0,1,A,3.1,3.44,2.46
SP1,2014-03-30,Valencia,Getafe,1,3,A,1.4,4.33,8.5,1.45,5.0,8.83,1.42,4.39,8.01,1,2,A,1.42,4.95,8.83
SP1,2014-03-30,Valladolid,Almeria,1,0,H,1.91,3.4,4.0,1.96,3.5,4.9,1.91,3.37,4.16,1,0,H,1.94,3.49,4.58
SP1,2014-03-30,Villarreal,Elche,1,1,D,1.44,4.33,7.0,1.5,4.6,8.5,1.46,4.19,7.35,1,1,D,1.47,4.48,8.52
SP1,2014-03-31,Betis,Malaga,1,2,A,2.2,3.3,3.3,2.25,3.6,3.66,2.18,3.29,3.38,1,0,H,2.2,3.42,3.66
SP1,2014-03-31,Granada,Levante,0,2,A,1.85,3.5,4.2,1.91,3.6,4.96,1.87,3.39,4.35,0,0,D,1.88,3.48,4.96
SP1,2014-04-04,Almeria,Osasuna,1,2,A,2.2,3.2,3.4,2.38,3.4,3.6,2.28,3.2,3.32,0,2,A,2.3,3.36,3.48
SP1,2014-04-05,Ath Madrid,Villarreal,1,0,H,1.5,4.0,7.0,1.55,4.5,8.2,1.51,3.99,6.91,1,0,H,1.53,4.15,7.84
SP1,2014-04-05,Barcelona,Betis,3,1,H,1.05,15.0,29.0,1.07,21.35,50.0,1.05,14.09,30.98,1,0,H,1.06,19.0,36.0
SP1,2014-04-05,Sociedad,Real Madrid,0,4,A,5.25,4.2,1.57,6.2,4.55,1.65,5.42,4.19,1.58,0,1,A,5.8,4.54,1.6
SP1,2014-04-05,Vallecano,Celta,3,0,H,2.2,3.3,3.3,2.25,3.51,3.6,2.18,3.34,3.34,1,0,H,2.23,3.51,3.48
SP1,2014-04-06,Valladolid,Valencia,0,0,D,2.8,3.25,2.5,3.2,3.43,2.59,2.92,3.24,2.44,0,0,D,2.99,3.38,2.56
SP1,2014-04-06,Sevilla,Espanol,4,1,H,1.67,3.75,5.0,1.75,4.0,6.0,1.71,3.64,5.03,2,0,H,1.74,3.87,5.41
SP1,2014-04-06,Malaga,Granada,4,1,H,2.05,3.3,3.6,2.1,3.5,4.16,2.03,3.32,3.78,2,0,H,2.07,3.37,4.16
SP1,2014-04-06,Elche,Getafe,1,0,H,2.15,3.2,3.5,2.2,3.4,4.1,2.11,3.16,3.72,0,0,D,2.14,3.25,4.06
SP1,2014-04-07,Levante,Ath Bilbao,1,2,A,3.9,3.4,1.95,4.33,3.8,2.02,3.95,3.38,1.96,0,2,A,4.21,3.47,2.02
SP1,2014-04-11,Osasuna,Valladolid,0,0,D,2.0,3.4,3.75,2.1,3.5,4.25,2.03,3.32,3.86,0,0,D,2.06,3.39,4.16
SP1,2014-04-12,Celta,Sociedad,2,2,D,2.3,3.3,3.1,2.6,3.5,3.16,2.42,3.31,2.93,1,2,A,2.44,3.42,3.16
SP1,2014-04-12,Granada,Barcelona,1,0,H,9.5,6.5,1.25,14.0,7.3,1.29,10.29,6.16,1.26,1,0,H,12.43,6.9,1.26
SP1,2014-04-12,Real Madrid,Almeria,4,0,H,1.05,15.0,29.0,1.07,23.0,51.0,1.05,14.37,33.57,1,0,H,1.06,19.0,47.5
SP1,2014-04-12,Villarreal,Levante,1,0,H,1.4,4.2,9.0,1.65,4.5,9.04,1.46,4.1,7.8,0,0,D,1.46,4.5,8.8
SP1,2014-04-13,Betis,Sevilla,0,2,A,3.2,3.4,2.2,3.52,3.65,2.3,3.27,3.46,2.16,0,1,A,3.45,3.64,2.2
SP1,2014-04-13,Espanol,Vallecano,2,2,D,1.83,3.5,4.33,1.9,3.8,4.8,1.81,3.61,4.43,1,1,D,1.83,3.77,4.78
SP1,2014-04-13,Getafe,Ath Madrid,0,2,A,8.5,4.0,1.44,9.7,4.5,1.5,7.93,4.12,1.45,0,1,A,8.56,4.33,1.49
SP1,2014-04-13,Valencia,Elche,2,1,H,1.62,4.0,5.25,1.67,4.2,6.5,1.61,3.81,5.79,1,1,D,1.65,3.99,6.19
SP1,2014-04-14,Ath Bilbao,Malaga,3,0,H,1.4,4.5,8.0,1.5,4.72,8.9,1.44,4.29,7.64,1,0,H,1.45,4.72,8.34
SP1,2014-04-18,Ath Madrid,Elche,2,0,H,1.2,6.0,15.0,1.25,7.6,20.2,1.21,6.0,16.15,0,0,D,1.22,6.8,20.0
SP1,2014-04-19,Sociedad,Espanol,2,1,H,1.75,3.6,4.75,1.8,3.9,5.5,1.73,3.63,4.74,1,1,D,1.77,3.82,5.2
SP1,2014-04-19,Levante,Getafe,0,0,D,2.4,3.1,3.1,2.6,3.3,3.2,2.44,3.13,3.0,0,0,D,2.56,3.2,3.16
SP1,2014-04-19,Osasuna,Valencia,1,1,D,2.7,3.1,2.7,2.8,3.4,2.87,2.67,3.16,2.68,1,0,H,2.75,3.25,2.87
SP1,2014-04-20,Almeria,Celta,2,4,A,2.5,3.25,2.8,2.68,3.4,3.0,2.54,3.23,2.8,1,1,D,2.68,3.3,2.91
SP1,2014-04-20,Barcelona,Ath Bilbao,2,1,H,1.2,7.0,12.0,1.27,7.2,16.0,1.23,6.33,11.38,0,0,D,1.27,6.75,12.03
SP1,2014-04-20,Sevilla,Granada,4,0,H,1.4,4.5,8.0,1.45,5.1,9.71,1.4,4.52,8.23,1,0,H,1.4,4.89,9.71
SP1,2014-04-20,Vallecano,Betis,3,1,H,2.0,3.4,3.75,2.1,3.7,3.9,2.01,3.45,3.64,2,0,H,2.04,3.7,3.83
SP1,2014-04-21,Malaga,Villarreal,2,0,H,2.8,3.25,2.5,3.0,3.35,2.7,2.84,3.21,2.51,1,0,H,2.99,3.29,2.62
SP1,2014-04-25,Elche,Levante,1,1,D,1.65,3.6,5.5,1.75,4.2,6.5,1.68,3.6,5.5,0,0,D,1.72,3.75,5.78
SP1,2014-04-26,Granada,Vallecano,0,3,A,2.2,3.3,3.3,2.31,3.65,3.4,2.21,3.35,3.23,0,0,D,2.31,3.57,3.25
SP1,2014-04-26,Betis,Sociedad,0,1,A,3.1,3.5,2.2,3.3,3.75,2.31,3.16,3.45,2.2,0,0,D,3.16,3.7,2.31
SP1,2014-04-26,Getafe,Malaga,1,0,H,2.1,3.3,3.5,2.31,3.6,4.0,2.1,3.31,3.56,1,0,H,2.16,3.42,3.77
SP1,2014-04-26,Real Madrid,Osasuna,4,0,H,1.05,13.0,34.0,1.1,23.0,51.0,1.06,13.74,30.0,1,0,H,1.07,20.36,29.46
SP1,2014-04-27,Villarreal,Barcelona,2,3,A,6.5,4.5,1.44,8.0,5.2,1.5,6.63,4.49,1.46,1,0,H,7.2,4.76,1.49
SP1,2014-04-27,Valencia,Ath Madrid,0,1,A,4.33,3.75,1.75,4.9,4.0,1.85,4.45,3.59,1.79,0,1,A,4.84,3.7,1.84
SP1,2014-04-27,Espanol,Almeria,1,2,A,1.62,3.75,5.5,1.77,4.18,5.89,1.65,3.8,5.18,1,0,H,1.64,4.18,5.89
SP1,2014-04-27,Ath Bilbao,Sevilla,3,1,H,1.95,3.5,3.75,2.05,3.81,4.5,1.92,3.52,3.91,1,0,H,1.95,3.81,4.06
SP1,2014-04-28,Celta,Valladolid,4,1,H,1.8,3.75,4.2,1.85,3.8,4.9,1.82,3.56,4.32,2,0,H,1.84,3.72,4.8
SP1,2014-05-02,Vallecano,Ath Bilbao,0,3,A,3.75,3.6,1.91,4.0,3.95,2.1,3.76,3.61,1.95,0,2,A,3.8,3.85,2.01
SP1,2014-05-03,Barcelona,Getafe,2,2,D,1.07,11.0,26.0,1.09,19.0,46.0,1.06,12.09,30.07,1,1,D,1.08,15.99,28.16
SP1,2014-05-03,Malaga,Elche,0,1,A,2.25,3.25,3.25,2.3,3.42,3.6,2.22,3.27,3.29,0,1,A,2.31,3.38,3.44
SP1,2014-05-03,Osasuna,Celta,0,2,A,1.91,3.5,4.0,1.95,3.9,4.33,1.9,3.51,4.04,0,2,A,1.95,3.7,4.2
SP1,2014-05-03,Valladolid,Espanol,1,0,H,2.0,3.4,3.75,2.05,3.8,4.2,1.99,3.39,3.84,1,0,H,2.03,3.5,4.13
SP1,2014-05-04,Real Madrid,Valencia,2,2,D,1.14,7.5,17.0,1.16,10.4,25.0,1.13,8.17,17.1,0,1,A,1.15,10.4,18.95
SP1,2014-05-04,Sevilla,Villarreal,0,0,D,1.75,3.6,4.75,1.9,3.95,5.0,1.76,3.68,4.49,0,0,D,1.79,4.04,4.64
SP1,2014-05-04,Levante,Ath Madrid,2,0,H,15.0,5.5,1.22,20.0,6.5,1.28,14.22,5.47,1.23,1,0,H,16.81,6.32,1.25
SP1,2014-05-04,Almeria,Betis,3,2,H,1.57,4.0,5.5,1.62,4.6,6.5,1.58,3.98,5.58,0,0,D,1.59,4.41,6.12
SP1,2014-05-05,Sociedad,Granada,1,1,D,1.44,4.5,6.5,1.5,4.8,8.0,1.44,4.41,7.16,0,0,D,1.47,4.87,7.31
SP1,2014-05-07,Valladolid,Real Madrid,1,1,D,11.0,7.0,1.2,17.0,7.7,1.25,12.19,6.84,1.21,0,1,A,14.06,7.42,1.23
SP1,2014-05-10,Levante,Valencia,2,0,H,3.3,3.4,2.15,3.55,3.55,2.3,3.34,3.33,2.18,0,0,D,3.53,3.56,2.19
SP1,2014-05-10,Villarreal,Vallecano,4,0,H,1.57,4.33,5.0,1.7,4.6,5.8,1.58,4.22,5.26,2,0,H,1.64,4.5,5.3
SP1,2014-05-11,Celta,Real Madrid,2,0,H,6.5,5.0,1.4,7.1,5.55,1.5,6.58,4.97,1.42,1,0,H,6.93,5.55,1.44
SP1,2014-05-11,Getafe,Sevilla,1,0,H,1.85,3.6,4.0,1.95,5.75,4.5,1.88,3.64,3.97,0,0,D,1.93,3.8,4.18
SP1,2014-05-11,Granada,Almeria,0,2,A,1.91,3.5,4.0,2.05,3.8,4.35,1.91,3.55,3.93,0,1,A,1.92,3.77,4.3
SP1,2014-05-11,Ath Bilbao,Sociedad,1,1,D,1.75,3.75,4.5,1.85,4.15,4.65,1.79,3.75,4.3,0,0,D,1.83,4.03,4.41
SP1,2014-05-11,Ath Madrid,Malaga,1,1,D,1.2,6.5,13.0,1.22,7.9,19.5,1.19,6.67,15.06,0,0,D,1.2,7.5,18.3
SP1,2014-05-11,Betis,Valladolid,4,3,H,3.6,3.5,2.0,3.8,3.8,2.05,3.61,3.54,1.99,1,1,D,3.75,3.79,2.04
SP1,2014-05-11,Espanol,Osasuna,1,1,D,2.3,3.25,3.1,2.45,3.4,3.31,2.31,3.24,3.13,1,1,D,2.38,3.36,3.31
SP1,2014-05-11,Elche,Barcelona,0,0,D,11.0,7.0,1.2,15.0,7.6,1.25,12.61,6.62,1.21,0,0,D,14.2,7.4,1.23
SP1,2014-05-16,Malaga,Levante,1,0,H,1.91,3.4,4.0,2.15,3.68,4.02,1.97,3.47,3.84,0,0,D,2.03,3.7,3.9
SP1,2014-05-17,Barcelona,Ath Madrid,1,1,D,1.85,3.8,4.5,1.95,4.0,4.52,1.84,3.67,4.2,1,0,H,1.86,3.88,4.45
SP1,2014-05-17,Real Madrid,Espanol,3,1,H,1.33,5.0,8.5,1.4,5.8,9.2,1.35,5.2,7.96,0,0,D,1.36,5.71,8.93
SP1,2014-05-17,Valencia,Celta,2,1,H,1.75,3.75,4.5,1.87,4.01,4.55,1.8,3.74,4.24,1,1,D,1.84,4.03,4.36
SP1,2014-05-18,Vallecano,Getafe,1,2,A,4.0,3.1,2.05,4.19,3.35,2.2,3.78,3.14,2.09,0,1,A,4.13,3.21,2.14
SP1,2014-05-18,Almeria,Ath Bilbao,0,0,D,2.25,3.4,3.1,2.47,3.5,3.3,2.33,3.31,3.03,0,0,D,2.47,3.36,3.14
SP1,2014-05-18,Osasuna,Betis,2,1,H,1.36,5.0,7.5,1.41,5.4,9.4,1.37,4.9,7.95,2,0,H,1.4,5.25,8.55
SP1,2014-05-18,Sevilla,Elche,3,1,H,1.8,3.75,4.2,1.85,4.0,4.8,1.78,3.72,4.37,1,0,H,1.8,3.94,4.74
SP1,2014-05-18,Sociedad,Villarreal,1,2,A,2.0,3.6,3.5,2.1,3.8,3.95,1.99,3.59,3.58,0,1,A,2.08,3.78,3.63
SP1,2014-05-18,Valladolid,Granada,0,1,A,2.1,3.3,3.5,2.26,3.56,3.55,2.16,3.33,3.37,0,1,A,2.26,3.5,3.43
SP1,2014-08-23,Sevilla,Valencia,1,1,D,2.05,3.5,3.5,2.11,3.65,4.0,2.05,3.41,3.66,1,0,H,2.05,3.62,3.9
SP1,2014-08-23,Malaga,Ath Bilbao,1,0,H,2.8,3.3,2.45,3.07,3.4,2.8,2.83,3.23,2.55,1,0,H,2.96,3.37,2.6
SP1,2014-08-23,Granada,La Coruna,2,1,H,1.95,3.2,4.2,2.11,3.45,4.4,2.03,3.23,3.99,0,1,A,2.05,3.33,4.31
SP1,2014-08-23,Almeria,Espanol,1,1,D,2.55,3.3,2.7,2.8,3.35,2.9,2.66,3.18,2.75,0,0,D,2.8,3.29,2.78
SP1,2014-08-24,Barcelona,Elche,3,0,H,1.1,9.0,21.0,1.12,14.01,36.0,1.09,10.13,26.0,1,0,H,1.1,13.15,29.7
SP1,2014-08-24,Eibar,Sociedad,1,0,H,3.25,3.4,2.2,3.61,3.42,2.34,3.32,3.29,2.23,1,0,H,3.53,3.37,2.27
SP1,2014-08-24,Levante,Villarreal,0,2,A,3.4,3.4,2.1,3.85,3.45,2.26,3.54,3.25,2.15,0,0,D,3.84,3.42,2.14
SP1,2014-08-24,Celta,Getafe,3,1,H,1.91,3.4,4.0,1.95,3.7,4.65,1.89,3.49,4.09,1,0,H,1.92,3.64,4.45
SP1,2014-08-25,Real Madrid,Cordoba,2,0,H,1.06,11.0,29.0,1.09,18.0,46.08,1.07,12.27,30.06,1,0,H,1.07,16.85,33.5
SP1,2014-08-25,Vallecano,Ath Madrid,0,0,D,7.0,4.0,1.5,7.4,4.55,1.58,6.38,4.15,1.52,0,0,D,7.07,4.45,1.53
SP1,2014-08-29,Getafe,Almeria,1,0,H,2.0,3.4,3.75,2.12,3.5,4.05,2.06,3.33,3.78,1,0,H,2.09,3.43,4.0
SP1,2014-08-29,Valencia,Malaga,3,0,H,1.55,4.2,5.5,1.62,4.35,6.65,1.56,4.04,6.13,2,0,H,1.59,4.21,6.55
SP1,2014-08-30,Ath Bilbao,Levante,3,0,H,1.33,5.0,9.0,1.41,5.35,12.0,1.34,4.87,10.18,1,0,H,1.34,5.32,11.31
SP1,2014-08-30,Ath Madrid,Eibar,2,1,H,1.22,5.75,13.0,1.27,6.8,17.5,1.24,5.85,13.4,2,1,H,1.25,6.3,16.46
SP1,2014-08-30,Cordoba,Celta,1,1,D,3.3,3.3,2.2,3.47,3.45,2.39,3.25,3.25,2.28,0,0,D,3.43,3.35,2.33
SP1,2014-08-30,Espanol,Sevilla,1,2,A,2.5,3.2,2.88,2.63,3.4,3.15,2.48,3.23,2.92,0,1,A,2.53,3.35,3.06
SP1,2014-08-31,Villarreal,Barcelona,0,1,A,5.0,4.2,1.57,5.8,4.5,1.66,5.31,4.13,1.6,0,0,D,5.58,4.48,1.62
SP1,2014-08-31,Elche,Granada,1,1,D,2.2,3.2,3.4,2.32,3.35,3.65,2.25,3.16,3.36,0,0,D,2.32,3.28,3.53
SP1,2014-08-31,Sociedad,Real Madrid,4,2,H,7.5,5.0,1.36,8.9,5.32,1.45,7.9,4.87,1.38,2,2,D,8.75,5.34,1.39
SP1,2014-08-31,La Coruna,Vallecano,2,2,D,2.25,3.3,3.2,2.39,3.45,3.5,2.27,3.25,3.22,1,1,D,2.35,3.33,3.4
SP1,2014-09-12,Almeria,Cordoba,1,1,D,2.05,3.3,3.6,2.16,3.45,4.21,2.05,3.25,3.93,1,1,D,2.1,3.3,4.15
SP1,2014-09-13,Barcelona,Ath Bilbao,2,0,H,1.3,5.5,8.5,1.37,6.0,11.0,1.32,5.42,9.19,0,0,D,1.33,5.77,10.27
SP1,2014-09-13,Celta,Sociedad,2,2,D,2.2,3.3,3.3,2.31,3.53,3.55,2.23,3.35,3.26,1,0,H,2.24,3.53,3.43
SP1,2014-09-13,Malaga,Levante,0,0,D,1.62,3.6,6.0,1.65,3.95,7.5,1.58,3.72,6.37,0,0,D,1.61,3.93,6.94
SP1,2014-09-13,Real Madrid,Ath Madrid,1,2,A,1.67,3.75,5.0,1.74,4.12,5.77,1.67,3.77,5.35,1,1,D,1.7,4.0,5.42
SP1,2014-09-14,Granada,Villarreal,0,0,D,3.5,3.2,2.15,4.0,3.3,2.25,3.58,3.19,2.17,0,0,D,3.88,3.28,2.19
SP1,2014-09-14,Sevilla,Getafe,2,0,H,1.44,4.33,7.0,1.51,4.8,8.42,1.45,4.37,7.51,1,0,H,1.46,4.63,8.42
SP1,2014-09-14,Valencia,Espanol,3,1,H,1.62,3.75,5.5,1.66,4.06,6.7,1.62,3.8,5.81,1,0,H,1.64,4.04,6.14
SP1,2014-09-14,Vallecano,Elche,2,3,A,1.73,3.5,5.0,1.8,3.8,5.6,1.75,3.59,4.91,1,1,D,1.77,3.78,5.27
SP1,2014-09-15,Eibar,La Coruna,0,1,A,2.1,3.2,3.6,2.21,3.3,4.34,2.09,3.18,3.84,0,1,A,2.09,3.22,4.34
SP1,2014-09-19,Elche,Eibar,0,2,A,2.15,3.0,3.8,2.3,3.3,3.98,2.21,3.05,3.7,0,2,A,2.23,3.13,3.98
SP1,2014-09-20,Espanol,Malaga,2,2,D,2.0,3.3,3.75,2.2,3.4,4.0,2.12,3.26,3.63,1,0,H,2.19,3.35,3.78
SP1,2014-09-20,La Coruna,Real Madrid,2,8,A,9.5,6.0,1.25,12.0,6.41,1.35,10.21,5.8,1.28,0,3,A,11.58,6.39,1.29
SP1,2014-09-20,Ath Madrid,Celta,2,2,D,1.44,4.2,7.5,1.51,4.65,8.6,1.47,4.22,7.4,2,1,H,1.49,4.39,8.26
SP1,2014-09-20,Ath Bilbao,Granada,0,1,A,1.44,4.2,7.5,1.5,4.75,8.8,1.43,4.38,7.81,0,1,A,1.44,4.73,8.69
SP1,2014-09-21,Villarreal,Vallecano,4,2,H,1.53,3.8,6.5,1.57,4.5,7.0,1.54,4.03,6.32,1,2,A,1.56,4.37,6.71
SP1,2014-09-21,Cordoba,Sevilla,1,3,A,3.8,3.3,2.0,4.5,3.6,2.0,4.07,3.32,1.96,0,1,A,4.41,3.5,1.97
SP1,2014-09-21,Levante,Barcelona,0,5,A,15.0,7.5,1.18,19.62,8.4,1.22,15.43,7.24,1.18,0,2,A,18.43,7.84,1.19
SP1,2014-09-21,Sociedad,Almeria,1,2,A,1.44,4.5,6.5,1.5,4.85,8.5,1.44,4.4,7.35,0,1,A,1.46,4.85,7.7
SP1,2014-09-22,Getafe,Valencia,0,3,A,3.6,3.3,2.05,4.05,3.7,2.1,3.76,3.35,2.02,0,2,A,4.03,3.51,2.05
