Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,HTHG,HTAG,HTR,PSH,PSD,PSA
SP1,2013-10-19,Real Madrid,Malaga,2,0,H,1.2,7.0,11.0,1.24,8.23,16.0,1.2,6.78,12.73,0,0,D,1.2,8.23,15.85
SP1,2013-10-19,Valencia,Sociedad,1,2,A,1.73,3.5,5.0,1.8,3.88,5.2,1.76,3.61,4.62,0,1,A,1.78,3.88,4.98
SP1,2013-10-20,Almeria,Vallecano,0,1,A,1.91,3.6,3.75,2.02,3.65,4.33,1.95,3.48,3.83,0,0,D,2.02,3.6,4.04
SP1,2013-10-20,Betis,Elche,1,2,A,1.73,3.5,5.0,1.8,3.75,5.5,1.75,3.54,4.81,1,2,A,1.78,3.73,5.25
SP1,2013-10-20,Granada,Getafe,0,2,A,2.1,3.4,3.4,2.25,3.4,3.86,2.14,3.28,3.47,0,0,D,2.15,3.37,3.86
SP1,2013-10-20,Valladolid,Sevilla,2,2,D,2.8,3.4,2.4,3.05,3.51,2.54,2.9,3.33,2.41,0,2,A,2.97,3.51,2.51
SP1,2013-10-21,Ath Bilbao,Villarreal,2,0,H,2.2,3.4,3.2,2.3,3.57,3.52,2.2,3.34,3.23,2,0,H,2.23,3.6,3.4
SP1,2013-10-21,Celta,Levante,0,1,A,2.05,3.4,3.5,2.15,3.52,4.06,2.04,3.31,3.65,0,0,D,2.04,3.52,4.06
SP1,2013-10-25,Vallecano,Valladolid,0,3,A,1.91,3.6,3.8,2.1,3.6,3.98,2.03,3.38,3.66,0,2,A,2.05,3.56,3.98
SP1,2013-10-26,Malaga,Celta,0,5,A,1.7,3.6,5.0,1.76,3.87,5.5,1.71,3.65,4.9,0,2,A,1.74,3.87,5.39
SP1,2013-10-26,Levante,Espanol,3,0,H,2.4,3.3,2.9,2.57,3.3,3.2,2.44,3.17,2.96,2,0,H,2.55,3.25,3.11
SP1,2013-10-26,Barcelona,Real Madrid,2,1,H,1.75,4.0,4.33,1.85,4.12,4.53,1.78,3.78,4.28,1,0,H,1.8,4.12,4.5
SP1,2013-10-26,Elche,Granada,0,1,A,1.91,3.4,4.0,2.0,3.54,4.5,1.93,3.38,4.01,0,1,A,1.94,3.54,4.48
SP1,2013-10-27,Ath Madrid,Betis,5,0,H,1.25,5.5,12.0,1.3,6.0,13.0,1.27,5.37,11.2,1,0,H,1.29,6.0,13.0
SP1,2013-10-27,Sevilla,Osasuna,2,1,H,1.5,4.2,6.5,1.57,4.38,7.0,1.51,4.0,6.5,0,0,D,1.55,4.38,6.79
SP1,2013-10-27,Sociedad,Almeria,3,0,H,1.57,4.0,5.5,1.62,4.35,6.32,1.56,3.99,5.8,1,0,H,1.58,4.35,6.32
SP1,2013-10-27,Villarreal,Valencia,4,1,H,1.95,3.5,3.8,2.1,3.74,3.91,1.99,3.45,3.62,2,0,H,2.01,3.74,3.91
SP1,2013-10-28,Getafe,Ath Bilbao,0,1,A,2.63,3.2,2.7,2.8,3.4,2.81,2.63,3.23,2.64,0,1,A,2.7,3.4,2.81
SP1,2013-10-29,Celta,Barcelona,0,3,A,10.0,5.5,1.29,13.0,6.27,1.31,11.15,5.69,1.26,0,1,A,11.39,6.04,1.3
SP1,2013-10-29,Espanol,Malaga,0,0,D,1.91,3.3,4.2,2.0,3.53,4.49,1.94,3.4,4.0,0,0,D,1.98,3.5,4.35
SP1,2013-10-30,Osasuna,Vallecano,3,1,H,2.1,3.3,3.5,2.17,3.5,3.75,2.08,3.33,3.48,2,0,H,2.16,3.5,3.66
SP1,2013-10-30,Real Madrid,Sevilla,7,3,H,1.18,7.0,13.0,1.22,7.55,16.26,1.2,6.5,13.1,3,2,H,1.22,7.55,15.45
SP1,2013-10-30,Valencia,Almeria,1,2,A,1.4,4.5,8.0,1.46,4.93,8.25,1.41,4.51,7.1,1,0,H,1.44,4.95,8.13
SP1,2013-10-30,Valladolid,Sociedad,2,2,D,2.8,3.3,2.5,2.9,3.4,2.67,2.77,3.23,2.52,0,1,A,2.86,3.4,2.67
SP1,2013-10-31,Villarreal,Getafe,0,2,A,1.44,4.2,7.5,1.55,4.52,7.5,1.49,4.08,6.7,0,1,A,1.5,4.52,7.49
SP1,2013-10-31,Ath Bilbao,Elche,2,2,D,1.62,3.75,5.5,1.7,4.1,6.0,1.64,3.74,5.34,0,1,A,1.66,4.1,5.78
SP1,2013-10-31,Betis,Levante,0,0,D,1.8,3.5,4.5,1.91,3.64,5.0,1.82,3.49,4.36,0,0,D,1.85,3.63,4.9
SP1,2013-10-31,Granada,Ath Madrid,1,2,A,6.0,4.0,1.53,7.5,4.13,1.6,6.34,3.89,1.54,0,1,A,7.33,4.13,1.56
SP1,2013-11-01,Barcelona,Espanol,1,0,H,1.09,10.0,26.0,1.12,11.73,31.52,1.1,10.06,22.55,0,0,D,1.11,11.7,28.6
SP1,2013-11-02,Almeria,Valladolid,1,0,H,2.15,3.3,3.4,2.26,3.5,3.5,2.19,3.3,3.32,1,0,H,2.27,3.5,3.41
SP1,2013-11-02,Sevilla,Celta,0,1,A,1.5,4.33,6.0,1.6,4.41,7.0,1.54,4.11,5.99,0,0,D,1.57,4.4,6.37
SP1,2013-11-02,Sociedad,Osasuna,5,0,H,1.57,4.0,5.75,1.67,4.11,6.5,1.59,3.81,5.82,1,0,H,1.62,4.11,6.3
SP1,2013-11-02,Vallecano,Real Madrid,2,3,A,11.0,6.0,1.25,13.0,6.39,1.3,10.8,5.64,1.27,0,2,A,11.22,6.34,1.29
SP1,2013-11-03,Malaga,Betis,3,2,H,2.05,3.4,3.6,2.14,3.58,4.0,2.04,3.36,3.65,1,1,D,2.14,3.58,3.67
SP1,2013-11-03,Getafe,Valencia,0,1,A,2.6,3.2,2.75,2.7,3.41,2.87,2.58,3.26,2.72,0,1,A,2.67,3.39,2.86
SP1,2013-11-03,Ath Madrid,Ath Bilbao,2,0,H,1.3,5.0,11.0,1.36,5.53,11.45,1.32,4.92,9.67,2,0,H,1.33,5.53,11.45
SP1,2013-11-03,Levante,Granada,0,1,A,2.05,3.3,3.6,2.13,3.46,4.1,2.03,3.3,3.7,0,0,D,2.13,3.29,4.05
SP1,2013-11-04,Elche,Villarreal,0,1,A,3.3,3.3,2.2,3.54,3.41,2.3,3.32,3.28,2.2,0,0,D,3.54,3.34,2.28
SP1,2013-11-08,Granada,Malaga,3,1,H,2.3,3.2,3.2,2.31,3.4,3.55,2.26,3.26,3.27,0,0,D,2.31,3.25,3.58
SP1,2013-11-08,Osasuna,Almeria,0,1,A,2.05,3.4,3.5,2.2,3.44,3.82,2.12,3.31,3.51,0,1,A,2.14,3.44,3.83
SP1,2013-11-09,Ath Bilbao,Levante,2,1,H,1.5,4.1,6.5,1.6,4.31,7.37,1.53,3.95,6.36,0,1,A,1.56,4.18,7.23
SP1,2013-11-09,Celta,Vallecano,0,2,A,1.91,3.5,4.0,2.0,3.68,4.22,1.92,3.46,3.96,0,1,A,1.95,3.61,4.34
SP1,2013-11-09,Getafe,Elche,1,1,D,2.05,3.25,3.75,2.1,3.41,4.19,2.03,3.28,3.77,1,0,H,2.08,3.37,4.13
SP1,2013-11-09,Real Madrid,Sociedad,5,1,H,1.14,8.0,17.0,1.2,8.51,17.5,1.16,7.57,14.83,4,0,H,1.19,8.45,16.49
SP1,2013-11-10,Villarreal,Ath Madrid,1,1,D,3.4,3.4,2.1,3.85,3.5,2.16,3.65,3.31,2.07,0,1,A,3.76,3.46,2.15
SP1,2013-11-10,Valencia,Valladolid,2,2,D,1.53,4.0,6.0,1.6,4.4,7.0,1.54,4.0,6.13,1,1,D,1.57,4.37,6.45
SP1,2013-11-10,Betis,Barcelona,1,4,A,11.0,6.0,1.25,12.75,6.51,1.29,10.87,5.85,1.26,0,2,A,12.65,6.51,1.27
SP1,2013-11-10,Espanol,Sevilla,1,3,A,2.38,3.25,3.0,2.45,3.42,3.25,2.36,3.26,3.03,1,2,A,2.38,3.44,3.24
SP1,2013-11-22,Valladolid,Osasuna,0,1,A,2.0,3.4,3.75,2.05,3.47,4.26,2.01,3.34,3.86,0,0,D,2.04,3.49,4.09
SP1,2013-11-23,Almeria,Real Madrid,0,5,A,9.5,5.5,1.29,11.42,6.0,1.33,9.45,5.47,1.3,0,1,A,11.42,5.6,1.32
SP1,2013-11-23,Ath Madrid,Getafe,7,0,H,1.22,5.75,13.0,1.3,6.26,15.0,1.25,5.68,11.86,2,0,H,1.28,6.25,12.85
SP1,2013-11-23,Barcelona,Granada,4,0,H,1.13,8.5,17.0,1.17,9.66,26.0,1.13,8.13,19.2,2,0,H,1.15,9.45,21.47
SP1,2013-11-23,Sociedad,Celta,4,3,H,1.67,3.6,5.25,1.77,3.87,5.5,1.71,3.65,4.88,1,2,A,1.77,3.81,5.19
SP1,2013-11-24,Vallecano,Espanol,1,4,A,2.4,3.3,2.88,2.55,3.38,3.11,2.45,3.26,2.88,0,1,A,2.49,3.38,3.1
SP1,2013-11-24,Elche,Valencia,2,1,H,2.75,3.3,2.5,3.16,3.35,2.55,2.92,3.21,2.46,0,0,D,3.16,3.26,2.52
SP1,2013-11-24,Sevilla,Betis,4,0,H,1.67,3.75,5.0,1.77,4.11,5.0,1.72,3.76,4.69,2,0,H,1.77,4.11,4.75
SP1,2013-11-24,Levante,Villarreal,0,3,A,3.5,3.3,2.1,3.9,3.45,2.2,3.47,3.29,2.13,0,1,A,3.88,3.41,2.13
SP1,2013-11-25,Malaga,Ath Bilbao,1,2,A,2.6,3.25,2.7,2.71,3.4,3.0,2.53,3.29,2.74,1,0,H,2.71,3.37,2.83
SP1,2013-11-29,Getafe,Levante,1,0,H,1.83,3.4,4.5,1.95,3.57,4.75,1.88,3.42,4.29,0,0,D,1.9,3.57,4.67
SP1,2013-11-29,Villarreal,Malaga,1,1,D,1.44,4.33,7.0,1.55,4.56,7.91,1.48,4.18,7.05,1,0,H,1.49,4.58,7.68
SP1,2013-11-30,Celta,Almeria,3,1,H,1.91,3.4,4.0,2.05,3.53,4.62,1.91,3.4,4.1,1,1,D,1.92,3.59,4.55
SP1,2013-11-30,Elche,Ath Madrid,0,2,A,7.0,4.0,1.5,8.0,4.33,1.57,6.86,3.96,1.51,0,0,D,7.83,4.2,1.53
SP1,2013-11-30,Espanol,Sociedad,1,2,A,2.2,3.4,3.2,2.31,3.42,3.5,2.24,3.3,3.2,1,0,H,2.24,3.43,3.54
SP1,2013-11-30,Real Madrid,Valladolid,4,0,H,1.13,8.5,17.0,1.15,10.0,24.12,1.13,8.57,17.98,2,0,H,1.15,10.0,19.68
SP1,2013-12-01,Ath Bilbao,Barcelona,1,0,H,5.0,4.2,1.6,6.1,4.33,1.69,5.32,3.99,1.61,0,0,D,5.3,4.19,1.68
SP1,2013-12-01,Betis,Vallecano,2,2,D,1.91,3.4,4.0,2.0,3.62,4.2,1.93,3.44,3.92,1,0,H,2.0,3.62,4.1
SP1,2013-12-01,Valencia,Osasuna,3,0,H,1.4,4.5,8.0,1.5,4.58,8.5,1.44,4.28,7.2,1,0,H,1.48,4.58,7.99
SP1,2013-12-01,Granada,Sevilla,1,2,A,2.8,3.25,2.5,3.05,3.4,2.62,2.86,3.24,2.48,0,1,A,3.05,3.35,2.54
SP1,2013-12-13,Levante,Elche,2,1,H,2.3,3.1,3.25,2.4,3.3,3.51,2.3,3.18,3.27,1,1,D,2.38,3.2,3.41
SP1,2013-12-14,Barcelona,Villarreal,2,1,H,1.29,5.5,11.0,1.33,6.26,11.0,1.29,5.59,9.63,1,0,H,1.3,6.13,11.02
SP1,2013-12-14,Malaga,Getafe,1,0,H,2.0,3.4,3.75,2.1,3.53,4.31,1.99,3.4,3.82,0,0,D,2.0,3.55,4.2
SP1,2013-12-14,Osasuna,Real Madrid,2,2,D,11.0,6.5,1.22,14.0,7.01,1.27,11.53,6.17,1.24,2,1,H,13.78,6.72,1.25
SP1,2013-12-14,Vallecano,Granada,0,2,A,2.05,3.3,3.6,2.1,3.54,4.03,2.03,3.37,3.72,0,1,A,2.1,3.5,3.86
SP1,2013-12-15,Sociedad,Betis,5,1,H,1.73,3.6,4.75,1.8,4.06,5.1,1.74,3.69,4.66,1,1,D,1.76,4.07,4.85
SP1,2013-12-15,Sevilla,Ath Bilbao,1,1,D,1.95,3.5,3.75,2.2,3.68,4.0,2.01,3.45,3.68,1,1,D,2.02,3.7,3.91
SP1,2013-12-15,Almeria,Espanol,0,0,D,2.7,3.2,2.63,2.88,3.3,2.9,2.64,3.19,2.72,0,0,D,2.84,3.21,2.81
SP1,2013-12-15,Ath Madrid,Valencia,3,0,H,1.33,4.75,10.0,1.4,5.31,10.0,1.36,4.8,8.8,0,0,D,1.39,5.04,9.91
SP1,2013-12-16,Valladolid,Celta,3,0,H,2.38,3.25,3.0,2.52,3.41,3.25,2.37,3.25,2.99,0,0,D,2.51,3.16,3.27
SP1,2013-12-20,Elche,Malaga,0,1,A,2.3,3.2,3.2,2.53,3.3,3.3,2.37,3.21,3.11,0,1,A,2.5,3.28,3.17
SP1,2013-12-21,Ath Madrid,Levante,3,2,H,1.14,7.5,17.0,1.19,8.5,25.97,1.15,7.58,18.39,1,1,D,1.17,8.4,20.4
SP1,2013-12-21,Betis,Almeria,0,1,A,1.73,3.75,4.5,1.8,3.95,5.53,1.72,3.7,4.83,0,1,A,1.74,3.91,5.33
SP1,2013-12-21,Granada,Sociedad,1,3,A,2.4,3.3,2.88,2.7,3.45,2.95,2.55,3.26,2.79,1,2,A,2.64,3.37,2.9
SP1,2013-12-21,Villarreal,Sevilla,1,2,A,1.85,3.6,4.0,1.95,3.75,4.63,1.86,3.57,4.13,0,1,A,1.86,3.72,4.65
SP1,2013-12-22,Valencia,Real Madrid,2,3,A,5.5,4.0,1.57,5.75,4.41,1.65,5.33,4.06,1.6,1,2,A,5.47,4.38,1.64
SP1,2013-12-22,Espanol,Valladolid,4,2,H,1.8,3.4,4.75,1.85,3.73,5.37,1.77,3.53,4.75,2,0,H,1.77,3.73,5.37
SP1,2013-12-22,Celta,Osasuna,1,1,D,1.8,3.5,4.5,1.91,3.7,4.87,1.83,3.5,4.36,1,1,D,1.86,3.62,4.82
SP1,2013-12-22,Ath Bilbao,Vallecano,2,1,H,1.44,4.33,7.0,1.52,4.64,7.5,1.47,4.28,6.85,1,0,H,1.52,4.62,6.84
SP1,2013-12-22,Getafe,Barcelona,2,5,A,7.0,4.75,1.4,8.54,5.06,1.45,7.66,4.55,1.41,2,3,A,8.59,5.06,1.42
SP1,2014-01-04,Almeria,Granada,3,0,H,2.4,3.2,3.0,2.5,3.34,3.25,2.39,3.21,3.04,2,0,H,2.44,3.34,3.22
SP1,2014-01-04,Malaga,Ath Madrid,0,1,A,6.0,4.1,1.53,7.5,4.2,1.57,6.69,3.91,1.54,0,0,D,6.8,4.2,1.57
SP1,2014-01-04,Valencia,Levante,2,0,H,1.44,4.2,7.5,1.55,4.5,8.0,1.47,4.2,7.13,1,0,H,1.5,4.47,7.86
SP1,2014-01-04,Valladolid,Betis,0,0,D,2.38,3.25,3.0,2.45,3.5,3.2,2.36,3.26,3.05,0,0,D,2.42,3.5,3.11
SP1,2014-01-05,Sociedad,Ath Bilbao,2,0,H,2.15,3.4,3.3,2.3,3.6,3.52,2.19,3.37,3.28,1,0,H,2.18,3.6,3.52
SP1,2014-01-05,Barcelona,Elche,4,0,H,1.07,11.0,26.0,1.11,14.87,41.0,1.08,11.02,25.55,2,0,H,1.09,13.5,33.5
SP1,2014-01-05,Sevilla,Getafe,3,0,H,1.53,4.2,5.75,1.6,4.42,6.73,1.55,3.97,6.08,1,0,H,1.55,4.42,6.69
SP1,2014-01-05,Osasuna,Espanol,1,0,H,2.4,3.2,3.0,2.5,3.3,3.23,2.41,3.2,3.03,1,0,H,2.47,3.3,3.21
SP1,2014-01-06,Real Madrid,Celta,3,0,H,1.1,9.0,21.0,1.13,12.74,34.0,1.1,10.08,22.77,0,0,D,1.11,12.5,25.0
SP1,2014-01-06,Vallecano,Villarreal,2,5,A,3.3,3.4,2.15,3.6,3.58,2.2,3.45,3.38,2.11,0,3,A,3.57,3.58,2.17
SP1,2014-01-10,Granada,Valladolid,4,0,H,2.0,3.3,3.8,2.09,3.5,4.17,2.02,3.31,3.91,2,0,H,2.03,3.43,4.24
SP1,2014-01-11,Elche,Sevilla,1,1,D,3.3,3.4,2.15,3.73,3.55,2.25,3.41,3.36,2.15,0,0,D,3.69,3.45,2.18
SP1,2014-01-11,Ath Madrid,Barcelona,0,0,D,3.1,3.5,2.2,3.6,3.7,2.29,3.25,3.41,2.2,0,0,D,3.3,3.62,2.27
SP1,2014-01-11,Ath Bilbao,Almeria,6,1,H,1.4,4.5,7.5,1.44,4.95,9.4,1.4,4.6,8.05,3,1,H,1.4,4.95,9.46
SP1,2014-01-11,Celta,Valencia,2,1,H,3.1,3.3,2.3,3.24,3.5,2.5,3.0,3.31,2.38,0,1,A,3.24,3.41,2.4
SP1,2014-01-12,Levante,Malaga,1,0,H,2.5,3.2,2.88,2.7,3.35,2.97,2.55,3.22,2.83,1,0,H,2.66,3.25,2.97
SP1,2014-01-12,Betis,Osasuna,1,2,A,1.8,3.5,4.5,1.9,3.73,5.11,1.8,3.52,4.58,0,1,A,1.8,3.72,5.1
SP1,2014-01-12,Espanol,Real Madrid,0,1,A,7.5,5.5,1.33,9.0,5.9,1.4,8.18,5.16,1.35,0,0,D,8.81,5.46,1.38
SP1,2014-01-12,Getafe,Vallecano,0,1,A,2.0,3.4,3.75,2.1,3.65,4.0,2.02,3.43,3.69,0,1,A,2.06,3.65,3.9
SP1,2014-01-13,Villarreal,Sociedad,5,1,H,1.91,3.5,4.0,2.0,3.74,4.2,1.94,3.44,3.94,3,0,H,1.98,3.74,4.04
SP1,2014-01-17,Malaga,Valencia,0,0,D,2.7,3.2,2.63,2.92,3.38,2.84,2.71,3.25,2.67,0,0,D,2.77,3.39,2.75
SP1,2014-01-18,Betis,Real Madrid,0,5,A,8.5,6.0,1.29,12.0,6.5,1.35,9.77,5.74,1.28,0,3,A,11.55,6.17,1.3
SP1,2014-01-18,Elche,Vallecano,2,0,H,2.38,3.2,3.0,2.4,3.37,3.45,2.31,3.25,3.16,1,0,H,2.38,3.34,3.32
SP1,2014-01-18,Espanol,Celta,1,0,H,2.0,3.25,3.9,2.05,3.5,4.5,1.98,3.37,3.93,0,0,D,2.04,3.41,4.2
SP1,2014-01-18,Granada,Osasuna,0,0,D,2.0,3.2,4.0,2.1,3.45,4.7,1.99,3.27,4.03,0,0,D,1.99,3.35,4.54
SP1,2014-01-19,Ath Madrid,Sevilla,1,1,D,1.36,4.75,8.5,1.4,5.7,12.0,1.35,4.82,9.19,1,0,H,1.36,5.34,10.31
SP1,2014-01-19,Getafe,Sociedad,2,2,D,3.0,3.4,2.3,3.3,3.6,2.4,3.04,3.34,2.31,1,2,A,3.24,3.47,2.36
SP1,2014-01-19,Levante,Barcelona,1,1,D,15.0,7.0,1.17,19.86,9.1,1.21,15.04,6.97,1.18,1,1,D,19.86,8.3,1.18
SP1,2014-01-19,Villarreal,Almeria,2,0,H,1.33,5.0,9.0,1.37,5.7,12.35,1.33,4.85,9.75,1,0,H,1.32,5.44,12.35
SP1,2014-01-20,Ath Bilbao,Valladolid,4,2,H,1.36,4.75,8.5,1.4,5.4,11.0,1.36,4.67,8.89,0,1,A,1.38,5.06,9.99
SP1,2014-01-24,Celta,Betis,4,2,H,2.1,3.4,3.4,2.12,3.52,3.93,2.04,3.38,3.74,3,1,H,2.12,3.45,3.86
SP1,2014-01-25,Valladolid,Villarreal,1,0,H,4.0,3.3,1.95,4.4,3.6,2.02,3.91,3.43,1.95,1,0,H,4.12,3.62,2.0
SP1,2014-01-25,Sevilla,Levante,2,3,A,1.36,4.75,8.5,1.4,5.27,10.5,1.36,4.69,8.87,1,1,D,1.38,5.1,9.76
SP1,2014-01-25,Real Madrid,Granada,2,0,H,1.05,15.0,26.0,1.1,18.0,46.0,1.07,11.7,29.63,0,0,D,1.08,14.65,38.9
SP1,2014-01-25,Valencia,Espanol,2,2,D,1.53,4.0,6.0,1.63,4.11,7.0,1.58,3.86,6.01,2,2,D,1.6,4.14,6.46
SP1,2014-01-26,Barcelona,Malaga,3,0,H,1.08,10.0,23.0,1.13,16.0,42.62,1.08,10.3,25.36,1,0,H,1.09,13.5,33.0
SP1,2014-01-26,Almeria,Getafe,1,0,H,2.4,3.2,3.0,2.5,3.4,3.28,2.36,3.26,3.05,0,0,D,2.4,3.31,3.32
SP1,2014-01-26,Osasuna,Ath Bilbao,1,5,A,3.5,3.2,2.15,3.75,3.45,2.26,3.35,3.27,2.19,1,2,A,3.55,3.46,2.23
SP1,2014-01-26,Vallecano,Ath Madrid,2,4,A,8.0,4.5,1.4,9.6,5.01,1.45,8.18,4.47,1.4,1,3,A,9.25,4.91,1.41
SP1,2014-01-27,Sociedad,Elche,4,0,H,1.5,4.0,7.0,1.55,4.6,7.5,1.5,4.2,6.39,2,0,H,1.54,4.41,6.98
SP1,2014-01-31,Granada,Celta,1,2,A,2.1,3.5,3.25,2.2,3.55,3.8,2.11,3.36,3.55,1,1,D,2.17,3.5,3.67
SP1,2014-02-01,Malaga,Sevilla,3,2,H,2.8,3.4,2.4,3.09,3.48,2.55,2.9,3.3,2.44,1,0,H,3.09,3.48,2.45
SP1,2014-02-01,Levante,Vallecano,0,0,D,2.15,3.3,3.4,2.25,3.5,3.7,2.16,3.33,3.38,0,0,D,2.17,3.52,3.64
SP1,2014-02-01,Barcelona,Valencia,2,3,A,1.13,8.0,19.0,1.16,10.9,26.0,1.13,8.19,19.86,1,1,D,1.13,10.9,24.39
SP1,2014-02-01,Getafe,Valladolid,0,0,D,2.0,3.4,3.75,2.04,3.5,4.37,1.97,3.35,3.96,0,0,D,1.98,3.47,4.42
SP1,2014-02-02,Ath Bilbao,Real Madrid,1,1,D,5.25,4.0,1.62,6.0,4.35,1.71,5.11,3.92,1.65,0,0,D,5.05,4.19,1.71
SP1,2014-02-02,Ath Madrid,Sociedad,4,0,H,1.3,5.0,10.0,1.37,5.7,12.0,1.32,4.98,10.2,1,0,H,1.33,5.64,10.85
SP1,2014-02-02,Betis,Espanol,2,0,H,2.3,3.2,3.2,2.38,3.44,3.44,2.29,3.26,3.18,0,0,D,2.34,3.44,3.31
SP1,2014-02-02,Elche,Almeria,1,0,H,2.0,3.4,3.75,2.01,3.45,4.68,1.95,3.34,4.05,0,0,D,1.94,3.43,4.68
SP1,2014-02-03,Villarreal,Osasuna,3,1,H,1.33,5.0,9.0,1.4,5.2,10.5,1.37,4.58,9.11,0,0,D,1.4,4.82,10.2
SP1,2014-02-07,Espanol,Granada,1,0,H,1.8,3.5,4.5,1.95,3.67,5.29,1.81,3.49,4.73,0,0,D,1.85,3.58,4.96
SP1,2014-02-08,Vallecano,Malaga,4,1,H,2.4,3.2,3.0,2.55,3.5,3.3,2.43,3.3,2.92,3,0,H,2.47,3.47,3.05
SP1,2014-02-08,Valencia,Betis,5,0,H,1.44,4.33,7.0,1.51,5.0,9.0,1.47,4.28,7.19,2,0,H,1.51,4.65,7.11
SP1,2014-02-08,Real Madrid,Villarreal,4,2,H,1.33,5.0,8.5,1.4,5.6,10.0,1.35,5.03,8.53,2,1,H,1.38,5.4,9.28
SP1,2014-02-08,Almeria,Ath Madrid,2,0,H,10.0,5.25,1.29,13.07,6.0,1.34,10.45,5.21,1.3,0,0,D,13.07,5.52,1.31
SP1,2014-02-09,Osasuna,Getafe,2,0,H,2.1,3.2,3.6,2.25,3.4,3.82,2.16,3.21,3.51,1,0,H,2.21,3.27,3.82
SP1,2014-02-09,Sociedad,Levante,0,0,D,1.44,4.33,7.0,1.5,5.0,10.0,1.45,4.28,7.6,0,0,D,1.47,4.77,7.81
SP1,2014-02-09,Sevilla,Barcelona,1,4,A,6.0,4.0,1.53,7.0,4.64,1.61,5.88,4.16,1.55,1,2,A,5.69,4.64,1.59
SP1,2014-02-09,Valladolid,Elche,2,2,D,2.05,3.2,3.8,2.25,3.5,3.9,2.14,3.2,3.62,0,1,A,2.21,3.26,3.83
SP1,2014-02-10,Celta,Ath Bilbao,0,0,D,3.1,3.3,2.3,3.6,3.5,2.32,3.21,3.3,2.25,0,0,D,3.44,3.45,2.27
SP1,2014-02-14,Elche,Osasuna,0,0,D,2.1,3.2,3.6,2.24,3.39,3.8,2.16,3.23,3.57,0,0,D,2.23,3.23,3.83
SP1,2014-02-15,Barcelona,Vallecano,6,0,H,1.07,11.0,29.0,1.1,18.88,41.0,1.07,11.79,29.57,2,0,H,1.07,18.88,31.67
SP1,2014-02-15,Levante,Almeria,1,0,H,2.05,3.1,4.0,2.1,3.6,4.2,2.03,3.24,3.89,0,0,D,2.08,3.33,4.17
SP1,2014-02-15,Villarreal,Celta,0,2,A,1.53,4.0,6.0,1.6,4.5,7.13,1.54,4.04,6.24,0,0,D,1.56,4.26,7.03
SP1,2014-02-15,Ath Madrid,Valladolid,3,0,H,1.18,7.0,13.0,1.22,8.0,20.0,1.19,6.67,15.63,2,0,H,1.2,7.4,19.1
SP1,2014-02-16,Ath Bilbao,Espanol,1,2,A,1.57,3.8,6.0,1.65,4.5,6.5,1.59,3.93,5.68,0,1,A,1.64,4.16,5.94
SP1,2014-02-16,Getafe,Real Madrid,0,3,A,10.0,5.25,1.29,14.0,6.9,1.37,10.57,5.59,1.28,0,2,A,12.2,6.16,1.29
SP1,2014-02-16,Granada,Betis,1,0,H,2.1,3.2,3.6,2.24,3.48,3.7,2.17,3.29,3.4,1,0,H,2.23,3.41,3.59
SP1,2014-02-16,Sevilla,Valencia,0,0,D,2.0,3.6,3.5,2.15,3.71,3.8,2.07,3.49,3.47,0,0,D,2.09,3.71,3.7
SP1,2014-02-17,Malaga,Sociedad,0,1,A,2.7,3.25,2.6,2.92,3.45,2.82,2.68,3.22,2.67,0,1,A,2.76,3.38,2.76
SP1,2014-02-21,Valladolid,Levante,1,1,D,2.1,3.1,3.8,2.22,3.5,4.0,2.12,3.22,3.73,0,1,A,2.18,3.27,3.91
SP1,2014-02-22,Almeria,Malaga,0,0,D,2.5,3.2,2.88,2.7,3.3,3.0,2.57,3.18,2.8,0,0,D,2.68,3.3,2.91
SP1,2014-02-22,Celta,Getafe,1,1,D,1.75,3.6,4.75,1.85,3.82,5.41,1.76,3.6,4.75,0,1,A,1.75,3.78,5.41
SP1,2014-02-22,Real Madrid,Elche,3,0,H,1.07,11.0,29.0,1.12,16.0,46.0,1.08,11.09,27.83,1,0,H,1.08,15.29,33.22
SP1,2014-02-22,Sociedad,Barcelona,3,1,H,7.5,5.0,1.36,9.2,5.53,1.41,7.79,4.9,1.37,1,1,D,8.22,5.53,1.39
SP1,2014-02-23,Vallecano,Sevilla,0,1,A,3.1,3.4,2.25,3.4,3.68,2.3,3.17,3.37,2.22,0,0,D,3.33,3.68,2.23
SP1,2014-02-23,Valencia,Granada,2,1,H,1.5,4.1,6.5,1.55,4.75,7.2,1.5,4.11,6.65,0,0,D,1.53,4.47,7.02
SP1,2014-02-23,Betis,Ath Bilbao,0,2,A,2.88,3.4,2.38,3.2,3.5,2.4,3.02,3.31,2.34,0,1,A,3.2,3.48,2.38
SP1,2014-02-23,Osasuna,Ath Madrid,3,0,H,7.0,4.0,1.5,8.5,4.5,1.55,7.07,3.95,1.5,3,0,H,7.46,4.21,1.54
SP1,2014-02-24,Espanol,Villarreal,1,2,A,2.5,3.25,2.8,2.64,3.3,3.1,2.54,3.17,2.86,0,1,A,2.58,3.24,3.1
SP1,2014-02-28,Ath Bilbao,Granada,4,0,H,1.4,4.5,7.5,1.5,5.0,9.6,1.4,4.59,8.26,2,0,H,1.41,4.91,9.5
