Date,HomeTeam,AwayTeam,FTHG,FTAG,Result,EloHomeBefore,EloAwayBefore,EloDiff,HomeWin,Draw,AwayWin,Weight
2004-08-28,Ath Madrid,Malaga,2,0,H,1500.0,1500.0,90.0,1,0,0,2.2359637036410414e-19
2004-08-28,Espanol,La Coruna,1,1,D,1500.0,1500.0,90.0,0,1,0,2.2359637036410414e-19
2004-08-28,Numancia,Betis,1,1,D,1500.0,1500.0,90.0,0,1,0,2.2359637036410414e-19
2004-08-29,Mallorca,Real Madrid,0,1,A,1500.0,1500.0,90.0,0,0,1,2.24842029381766e-19
2004-08-29,Osasuna,Ath Bilbao,1,1,D,1500.0,1500.0,90.0,0,1,0,2.24842029381766e-19
2004-08-29,Santander,Barcelona,0,2,A,1500.0,1500.0,90.0,0,0,1,2.24842029381766e-19
2004-08-29,Sevilla,Albacete,1,0,H,1500.0,1500.0,90.0,1,0,0,2.24842029381766e-19
2004-08-29,Sociedad,Levante,1,1,D,1500.0,1500.0,90.0,0,1,0,2.24842029381766e-19
2004-08-29,Zaragoza,Getafe,3,1,H,1500.0,1500.0,90.0,1,0,0,2.24842029381766e-19
2004-08-30,Valencia,Villarreal,2,1,H,1500.0,1500.0,90.0,1,0,0,2.260946279860862e-19
2004-09-11,Ath Bilbao,Valencia,2,2,D,1503.800972450002,1511.199027549998,82.60194490000413,0,1,0,2.416813894537024e-19
2004-09-11,Real Madrid,Numancia,1,0,H,1518.800972450002,1496.199027549998,112.60194490000413,1,0,0,2.416813894537024e-19
